frequency_Hz Strouhal SPL_dB_smoothed
6.51890482e+01 1.80552758e-02 3.82413042e+01
6.53156289e+01 1.80903345e-02 3.82252482e+01
6.54422096e+01 1.81253933e-02 3.82816604e+01
6.55687903e+01 1.81604521e-02 3.83052325e+01
6.56953709e+01 1.81955109e-02 3.83196673e+01
6.58219516e+01 1.82305697e-02 3.83035356e+01
6.59485323e+01 1.82656285e-02 3.82793497e+01
6.60751130e+01 1.83006873e-02 3.82925485e+01
6.62016936e+01 1.83357461e-02 3.83021671e+01
6.63282743e+01 1.83708048e-02 3.83092549e+01
6.64548550e+01 1.84058636e-02 3.83437147e+01
6.65814357e+01 1.84409224e-02 3.84571199e+01
6.67080164e+01 1.84759812e-02 3.84418218e+01
6.68345970e+01 1.85110400e-02 3.84067833e+01
6.69611777e+01 1.85460988e-02 3.84235245e+01
6.70877584e+01 1.85811576e-02 3.83947391e+01
6.72143391e+01 1.86162164e-02 3.83781236e+01
6.73409197e+01 1.86512751e-02 3.83689218e+01
6.74675004e+01 1.86863339e-02 3.83536585e+01
6.75940811e+01 1.87213927e-02 3.83686676e+01
6.77206618e+01 1.87564515e-02 3.83628406e+01
6.78472424e+01 1.87915103e-02 3.83003023e+01
6.79738231e+01 1.88265691e-02 3.83129895e+01
6.81004038e+01 1.88616279e-02 3.83255711e+01
6.82269845e+01 1.88966867e-02 3.82296736e+01
6.83535651e+01 1.89317454e-02 3.82302219e+01
6.84801458e+01 1.89668042e-02 3.82565253e+01
6.86067265e+01 1.90018630e-02 3.82452043e+01
6.87333072e+01 1.90369218e-02 3.82308579e+01
6.88598878e+01 1.90719806e-02 3.82267305e+01
6.89864685e+01 1.91070394e-02 3.82084927e+01
6.91130492e+01 1.91420982e-02 3.81780851e+01
6.92396299e+01 1.91771570e-02 3.81396475e+01
6.93662106e+01 1.92122158e-02 3.81331027e+01
6.94927912e+01 1.92472745e-02 3.81469701e+01
6.96193719e+01 1.92823333e-02 3.81476109e+01
6.97459526e+01 1.93173921e-02 3.82066953e+01
6.98725333e+01 1.93524509e-02 3.81846064e+01
6.99991139e+01 1.93875097e-02 3.81731356e+01
7.01256946e+01 1.94225685e-02 3.82255029e+01
7.02522753e+01 1.94576273e-02 3.82526505e+01
7.03788560e+01 1.94926861e-02 3.82718063e+01
7.05054366e+01 1.95277448e-02 3.82645933e+01
7.06320173e+01 1.95628036e-02 3.82795990e+01
7.07585980e+01 1.95978624e-02 3.82514159e+01
7.08851787e+01 1.96329212e-02 3.82593774e+01
7.10117593e+01 1.96679800e-02 3.82757625e+01
7.11383400e+01 1.97030388e-02 3.82722564e+01
7.12649207e+01 1.97380976e-02 3.82307463e+01
7.13915014e+01 1.97731564e-02 3.82091575e+01
7.15180820e+01 1.98082151e-02 3.82287747e+01
7.16446627e+01 1.98432739e-02 3.82259664e+01
7.17712434e+01 1.98783327e-02 3.82991992e+01
7.18978241e+01 1.99133915e-02 3.83410021e+01
7.20244048e+01 1.99484503e-02 3.83692004e+01
7.21509854e+01 1.99835091e-02 3.83969332e+01
7.22775661e+01 2.00185679e-02 3.85376558e+01
7.24041468e+01 2.00536267e-02 3.85542954e+01
7.25307275e+01 2.00886854e-02 3.85602896e+01
7.26573081e+01 2.01237442e-02 3.85601987e+01
7.27838888e+01 2.01588030e-02 3.87079945e+01
7.29104695e+01 2.01938618e-02 3.86958460e+01
7.30370502e+01 2.02289206e-02 3.86582880e+01
7.31636308e+01 2.02639794e-02 3.86438133e+01
7.32902115e+01 2.02990382e-02 3.86568752e+01
7.34167922e+01 2.03340970e-02 3.86540263e+01
7.35433729e+01 2.03691558e-02 3.86176754e+01
7.36699535e+01 2.04042145e-02 3.86017358e+01
7.37965342e+01 2.04392733e-02 3.86085422e+01
7.39231149e+01 2.04743321e-02 3.86042407e+01
7.40496956e+01 2.05093909e-02 3.85954463e+01
7.41762762e+01 2.05444497e-02 3.86104010e+01
7.43028569e+01 2.05795085e-02 3.85989811e+01
7.44294376e+01 2.06145673e-02 3.86467241e+01
7.45560183e+01 2.06496261e-02 3.86653523e+01
7.46825990e+01 2.06846848e-02 3.86188347e+01
7.48091796e+01 2.07197436e-02 3.85631212e+01
7.49357603e+01 2.07548024e-02 3.85710099e+01
7.50623410e+01 2.07898612e-02 3.85572873e+01
7.51889217e+01 2.08249200e-02 3.85358067e+01
7.53155023e+01 2.08599788e-02 3.85365297e+01
7.54420830e+01 2.08950376e-02 3.85442503e+01
7.55686637e+01 2.09300964e-02 3.85923088e+01
7.56952444e+01 2.09651551e-02 3.86190047e+01
7.58218250e+01 2.10002139e-02 3.86527486e+01
7.59484057e+01 2.10352727e-02 3.86292292e+01
7.60749864e+01 2.10703315e-02 3.85573885e+01
7.62015671e+01 2.11053903e-02 3.85445059e+01
7.63281477e+01 2.11404491e-02 3.85147149e+01
7.64547284e+01 2.11755079e-02 3.85162740e+01
7.65813091e+01 2.12105667e-02 3.85055428e+01
7.67078898e+01 2.12456254e-02 3.85575706e+01
7.68344704e+01 2.12806842e-02 3.86146455e+01
7.69610511e+01 2.13157430e-02 3.86427741e+01
7.70876318e+01 2.13508018e-02 3.86302691e+01
7.72142125e+01 2.13858606e-02 3.86059416e+01
7.73407932e+01 2.14209194e-02 3.85982371e+01
7.74673738e+01 2.14559782e-02 3.85292738e+01
7.75939545e+01 2.14910370e-02 3.84507147e+01
7.77205352e+01 2.15260958e-02 3.84274594e+01
7.78471159e+01 2.15611545e-02 3.84640651e+01
7.79736965e+01 2.15962133e-02 3.85291177e+01
7.81002772e+01 2.16312721e-02 3.85781068e+01
7.82268579e+01 2.16663309e-02 3.85722656e+01
7.83534386e+01 2.17013897e-02 3.85600060e+01
7.84800192e+01 2.17364485e-02 3.86349347e+01
7.86065999e+01 2.17715073e-02 3.85976697e+01
7.87331806e+01 2.18065661e-02 3.85741395e+01
7.88597613e+01 2.18416248e-02 3.86225919e+01
7.89863419e+01 2.18766836e-02 3.86229365e+01
7.91129226e+01 2.19117424e-02 3.86398570e+01
7.92395033e+01 2.19468012e-02 3.85466751e+01
7.93660840e+01 2.19818600e-02 3.85636280e+01
7.94926646e+01 2.20169188e-02 3.85971980e+01
7.96192453e+01 2.20519776e-02 3.86376586e+01
7.97458260e+01 2.20870364e-02 3.87408919e+01
7.98724067e+01 2.21220951e-02 3.87997991e+01
7.99989874e+01 2.21571539e-02 3.87751143e+01
8.01255680e+01 2.21922127e-02 3.87819481e+01
8.02521487e+01 2.22272715e-02 3.87952630e+01
8.03787294e+01 2.22623303e-02 3.86991882e+01
8.05053101e+01 2.22973891e-02 3.87965637e+01
8.06318907e+01 2.23324479e-02 3.87980903e+01
8.07584714e+01 2.23675067e-02 3.87808180e+01
8.08850521e+01 2.24025654e-02 3.87820306e+01
8.10116328e+01 2.24376242e-02 3.87418901e+01
8.11382134e+01 2.24726830e-02 3.87187544e+01
8.12647941e+01 2.25077418e-02 3.87215455e+01
8.13913748e+01 2.25428006e-02 3.86867258e+01
8.15179555e+01 2.25778594e-02 3.86679664e+01
8.16445361e+01 2.26129182e-02 3.87007048e+01
8.17711168e+01 2.26479770e-02 3.86940442e+01
8.18976975e+01 2.26830358e-02 3.87132189e+01
8.20242782e+01 2.27180945e-02 3.87114756e+01
8.21508588e+01 2.27531533e-02 3.86836395e+01
8.22774395e+01 2.27882121e-02 3.86346249e+01
8.24040202e+01 2.28232709e-02 3.85737483e+01
8.25306009e+01 2.28583297e-02 3.86230041e+01
8.26571816e+01 2.28933885e-02 3.86406844e+01
8.27837622e+01 2.29284473e-02 3.87213994e+01
8.29103429e+01 2.29635061e-02 3.87301669e+01
8.30369236e+01 2.29985648e-02 3.87532686e+01
8.31635043e+01 2.30336236e-02 3.87917007e+01
8.32900849e+01 2.30686824e-02 3.88043229e+01
8.34166656e+01 2.31037412e-02 3.88294771e+01
8.35432463e+01 2.31388000e-02 3.87993907e+01
8.36698270e+01 2.31738588e-02 3.88381598e+01
8.37964076e+01 2.32089176e-02 3.88533873e+01
8.39229883e+01 2.32439764e-02 3.88397170e+01
8.40495690e+01 2.32790351e-02 3.88406266e+01
8.41761497e+01 2.33140939e-02 3.88425361e+01
8.43027303e+01 2.33491527e-02 3.88076787e+01
8.44293110e+01 2.33842115e-02 3.88162438e+01
8.45558917e+01 2.34192703e-02 3.88741142e+01
8.46824724e+01 2.34543291e-02 3.89385683e+01
8.48090530e+01 2.34893879e-02 3.88865656e+01
8.49356337e+01 2.35244467e-02 3.88571690e+01
8.50622144e+01 2.35595054e-02 3.88549484e+01
8.51887951e+01 2.35945642e-02 3.88647286e+01
8.53153758e+01 2.36296230e-02 3.89048353e+01
8.54419564e+01 2.36646818e-02 3.89218533e+01
8.55685371e+01 2.36997406e-02 3.89360373e+01
8.56951178e+01 2.37347994e-02 3.89703203e+01
8.58216985e+01 2.37698582e-02 3.89501522e+01
8.59482791e+01 2.38049170e-02 3.89747731e+01
8.60748598e+01 2.38399757e-02 3.89905614e+01
8.62014405e+01 2.38750345e-02 3.89975224e+01
8.63280212e+01 2.39100933e-02 3.89860624e+01
8.64546018e+01 2.39451521e-02 3.89731616e+01
8.65811825e+01 2.39802109e-02 3.89297240e+01
8.67077632e+01 2.40152697e-02 3.89276841e+01
8.68343439e+01 2.40503285e-02 3.89578261e+01
8.69609245e+01 2.40853873e-02 3.89276189e+01
8.70875052e+01 2.41204461e-02 3.89286268e+01
8.72140859e+01 2.41555048e-02 3.89048375e+01
8.73406666e+01 2.41905636e-02 3.89047272e+01
8.74672473e+01 2.42256224e-02 3.88444332e+01
8.75938279e+01 2.42606812e-02 3.88576449e+01
8.77204086e+01 2.42957400e-02 3.88768774e+01
8.78469893e+01 2.43307988e-02 3.88679605e+01
8.79735700e+01 2.43658576e-02 3.88692596e+01
8.81001506e+01 2.44009164e-02 3.88983713e+01
8.82267313e+01 2.44359751e-02 3.89340303e+01
8.83533120e+01 2.44710339e-02 3.88781475e+01
8.84798927e+01 2.45060927e-02 3.89117617e+01
8.86064733e+01 2.45411515e-02 3.89162161e+01
8.87330540e+01 2.45762103e-02 3.88720475e+01
8.88596347e+01 2.46112691e-02 3.88047152e+01
8.89862154e+01 2.46463279e-02 3.87817737e+01
8.91127960e+01 2.46813867e-02 3.87858226e+01
8.92393767e+01 2.47164454e-02 3.88054275e+01
8.93659574e+01 2.47515042e-02 3.88073775e+01
8.94925381e+01 2.47865630e-02 3.87498287e+01
8.96191187e+01 2.48216218e-02 3.86914875e+01
8.97456994e+01 2.48566806e-02 3.86500362e+01
8.98722801e+01 2.48917394e-02 3.86021624e+01
8.99988608e+01 2.49267982e-02 3.85959532e+01
9.01254415e+01 2.49618570e-02 3.86033369e+01
9.02520221e+01 2.49969157e-02 3.85852671e+01
9.03786028e+01 2.50319745e-02 3.85377280e+01
9.05051835e+01 2.50670333e-02 3.85460939e+01
9.06317642e+01 2.51020921e-02 3.85694867e+01
9.07583448e+01 2.51371509e-02 3.85452081e+01
9.08849255e+01 2.51722097e-02 3.85475636e+01
9.10115062e+01 2.52072685e-02 3.85509775e+01
9.11380869e+01 2.52423273e-02 3.85363126e+01
9.12646675e+01 2.52773861e-02 3.85202902e+01
9.13912482e+01 2.53124448e-02 3.84923777e+01
9.15178289e+01 2.53475036e-02 3.84928482e+01
9.16444096e+01 2.53825624e-02 3.84693154e+01
9.17709902e+01 2.54176212e-02 3.84357853e+01
9.18975709e+01 2.54526800e-02 3.84196234e+01
9.20241516e+01 2.54877388e-02 3.84036511e+01
9.21507323e+01 2.55227976e-02 3.84013665e+01
9.22773129e+01 2.55578564e-02 3.83712437e+01
9.24038936e+01 2.55929151e-02 3.83728775e+01
9.25304743e+01 2.56279739e-02 3.83845722e+01
9.26570550e+01 2.56630327e-02 3.84017039e+01
9.27836357e+01 2.56980915e-02 3.84132024e+01
9.29102163e+01 2.57331503e-02 3.84187904e+01
9.30367970e+01 2.57682091e-02 3.84261316e+01
9.31633777e+01 2.58032679e-02 3.84628721e+01
9.32899584e+01 2.58383267e-02 3.84667381e+01
9.34165390e+01 2.58733854e-02 3.84647758e+01
9.35431197e+01 2.59084442e-02 3.85212520e+01
9.36697004e+01 2.59435030e-02 3.85455818e+01
9.37962811e+01 2.59785618e-02 3.85938207e+01
9.39228617e+01 2.60136206e-02 3.86143961e+01
9.40494424e+01 2.60486794e-02 3.85924489e+01
9.41760231e+01 2.60837382e-02 3.86174904e+01
9.43026038e+01 2.61187970e-02 3.86451822e+01
9.44291844e+01 2.61538557e-02 3.86579810e+01
9.45557651e+01 2.61889145e-02 3.86365387e+01
9.46823458e+01 2.62239733e-02 3.86127891e+01
9.48089265e+01 2.62590321e-02 3.85718170e+01
9.49355071e+01 2.62940909e-02 3.84844237e+01
9.50620878e+01 2.63291497e-02 3.84617760e+01
9.51886685e+01 2.63642085e-02 3.84783066e+01
9.53152492e+01 2.63992673e-02 3.85110543e+01
9.54418299e+01 2.64343261e-02 3.85114476e+01
9.55684105e+01 2.64693848e-02 3.85191603e+01
9.56949912e+01 2.65044436e-02 3.84922675e+01
9.58215719e+01 2.65395024e-02 3.84223373e+01
9.59481526e+01 2.65745612e-02 3.84123488e+01
9.60747332e+01 2.66096200e-02 3.84283282e+01
9.62013139e+01 2.66446788e-02 3.84433582e+01
9.63278946e+01 2.66797376e-02 3.84822696e+01
9.64544753e+01 2.67147964e-02 3.84976258e+01
9.65810559e+01 2.67498551e-02 3.85243233e+01
9.67076366e+01 2.67849139e-02 3.85665445e+01
9.68342173e+01 2.68199727e-02 3.85152957e+01
9.69607980e+01 2.68550315e-02 3.85159896e+01
9.70873786e+01 2.68900903e-02 3.84882119e+01
9.72139593e+01 2.69251491e-02 3.84266455e+01
9.73405400e+01 2.69602079e-02 3.84205921e+01
9.74671207e+01 2.69952667e-02 3.84246011e+01
9.75937013e+01 2.70303254e-02 3.84040373e+01
9.77202820e+01 2.70653842e-02 3.83936981e+01
9.78468627e+01 2.71004430e-02 3.83858233e+01
9.79734434e+01 2.71355018e-02 3.84073846e+01
9.81000241e+01 2.71705606e-02 3.84157123e+01
9.82266047e+01 2.72056194e-02 3.84394636e+01
9.83531854e+01 2.72406782e-02 3.84290439e+01
9.84797661e+01 2.72757370e-02 3.83920100e+01
9.86063468e+01 2.73107957e-02 3.83505096e+01
9.87329274e+01 2.73458545e-02 3.82865118e+01
9.88595081e+01 2.73809133e-02 3.82745616e+01
9.89860888e+01 2.74159721e-02 3.81939799e+01
9.91126695e+01 2.74510309e-02 3.81608317e+01
9.92392501e+01 2.74860897e-02 3.81697902e+01
9.93658308e+01 2.75211485e-02 3.81739735e+01
9.94924115e+01 2.75562073e-02 3.81691245e+01
9.96189922e+01 2.75912661e-02 3.82478299e+01
9.97455728e+01 2.76263248e-02 3.82699142e+01
9.98721535e+01 2.76613836e-02 3.82642728e+01
9.99987342e+01 2.76964424e-02 3.82602188e+01
1.00125315e+02 2.77315012e-02 3.83139665e+01
1.00251896e+02 2.77665600e-02 3.83413926e+01
1.00378476e+02 2.78016188e-02 3.84044135e+01
1.00505057e+02 2.78366776e-02 3.84608045e+01
1.00631638e+02 2.78717364e-02 3.84606031e+01
1.00758218e+02 2.79067951e-02 3.84503721e+01
1.00884799e+02 2.79418539e-02 3.84492471e+01
1.01011380e+02 2.79769127e-02 3.84261846e+01
1.01137960e+02 2.80119715e-02 3.84101021e+01
1.01264541e+02 2.80470303e-02 3.84161479e+01
1.01391122e+02 2.80820891e-02 3.84389411e+01
1.01517702e+02 2.81171479e-02 3.84443764e+01
1.01644283e+02 2.81522067e-02 3.85104132e+01
1.01770864e+02 2.81872654e-02 3.85357585e+01
1.01897444e+02 2.82223242e-02 3.85703926e+01
1.02024025e+02 2.82573830e-02 3.85795020e+01
1.02150606e+02 2.82924418e-02 3.85774004e+01
1.02277186e+02 2.83275006e-02 3.85705012e+01
1.02403767e+02 2.83625594e-02 3.85538922e+01
1.02530348e+02 2.83976182e-02 3.85315872e+01
1.02656928e+02 2.84326770e-02 3.84792059e+01
1.02783509e+02 2.84677357e-02 3.85271721e+01
1.02910090e+02 2.85027945e-02 3.86137891e+01
1.03036670e+02 2.85378533e-02 3.86413114e+01
1.03163251e+02 2.85729121e-02 3.86313669e+01
1.03289832e+02 2.86079709e-02 3.86234832e+01
1.03416412e+02 2.86430297e-02 3.85864310e+01
1.03542993e+02 2.86780885e-02 3.85915891e+01
1.03669574e+02 2.87131473e-02 3.86031166e+01
1.03796154e+02 2.87482061e-02 3.86189175e+01
1.03922735e+02 2.87832648e-02 3.86631891e+01
1.04049316e+02 2.88183236e-02 3.86966677e+01
1.04175897e+02 2.88533824e-02 3.87115795e+01
1.04302477e+02 2.88884412e-02 3.87723300e+01
1.04429058e+02 2.89235000e-02 3.87862314e+01
1.04555639e+02 2.89585588e-02 3.89134215e+01
1.04682219e+02 2.89936176e-02 3.89522997e+01
1.04808800e+02 2.90286764e-02 3.89442121e+01
1.04935381e+02 2.90637351e-02 3.88555510e+01
1.05061961e+02 2.90987939e-02 3.88302676e+01
1.05188542e+02 2.91338527e-02 3.88243119e+01
1.05315123e+02 2.91689115e-02 3.88760623e+01
1.05441703e+02 2.92039703e-02 3.88636222e+01
1.05568284e+02 2.92390291e-02 3.87966390e+01
1.05694865e+02 2.92740879e-02 3.88705383e+01
1.05821445e+02 2.93091467e-02 3.88213409e+01
1.05948026e+02 2.93442054e-02 3.87457784e+01
1.06074607e+02 2.93792642e-02 3.87540250e+01
1.06201187e+02 2.94143230e-02 3.87500036e+01
1.06327768e+02 2.94493818e-02 3.87091649e+01
1.06454349e+02 2.94844406e-02 3.87307297e+01
1.06580929e+02 2.95194994e-02 3.87391404e+01
1.06707510e+02 2.95545582e-02 3.87720901e+01
1.06834091e+02 2.95896170e-02 3.87952493e+01
1.06960671e+02 2.96246757e-02 3.87768204e+01
1.07087252e+02 2.96597345e-02 3.88074130e+01
1.07213833e+02 2.96947933e-02 3.88217079e+01
1.07340413e+02 2.97298521e-02 3.88156727e+01
1.07466994e+02 2.97649109e-02 3.87662149e+01
1.07593575e+02 2.97999697e-02 3.87459352e+01
1.07720155e+02 2.98350285e-02 3.87610024e+01
1.07846736e+02 2.98700873e-02 3.87614939e+01
1.07973317e+02 2.99051461e-02 3.87103456e+01
1.08099897e+02 2.99402048e-02 3.86700656e+01
1.08226478e+02 2.99752636e-02 3.86288198e+01
1.08353059e+02 3.00103224e-02 3.86003418e+01
1.08479639e+02 3.00453812e-02 3.85547515e+01
1.08606220e+02 3.00804400e-02 3.85236222e+01
1.08732801e+02 3.01154988e-02 3.85165611e+01
1.08859382e+02 3.01505576e-02 3.85338595e+01
1.08985962e+02 3.01856164e-02 3.85224619e+01
1.09112543e+02 3.02206751e-02 3.84688188e+01
1.09239124e+02 3.02557339e-02 3.84466077e+01
1.09365704e+02 3.02907927e-02 3.84323272e+01
1.09492285e+02 3.03258515e-02 3.84400906e+01
1.09618866e+02 3.03609103e-02 3.84543559e+01
1.09745446e+02 3.03959691e-02 3.84523433e+01
1.09872027e+02 3.04310279e-02 3.84569440e+01
1.09998608e+02 3.04660867e-02 3.84893332e+01
1.10125188e+02 3.05011454e-02 3.85060677e+01
1.10251769e+02 3.05362042e-02 3.85504050e+01
1.10378350e+02 3.05712630e-02 3.85592570e+01
1.10504930e+02 3.06063218e-02 3.85174202e+01
1.10631511e+02 3.06413806e-02 3.84668972e+01
1.10758092e+02 3.06764394e-02 3.84903985e+01
1.10884672e+02 3.07114982e-02 3.84973705e+01
1.11011253e+02 3.07465570e-02 3.84657112e+01
1.11137834e+02 3.07816157e-02 3.84537838e+01
1.11264414e+02 3.08166745e-02 3.84452894e+01
1.11390995e+02 3.08517333e-02 3.84164537e+01
1.11517576e+02 3.08867921e-02 3.84192284e+01
1.11644156e+02 3.09218509e-02 3.84524799e+01
1.11770737e+02 3.09569097e-02 3.84565005e+01
1.11897318e+02 3.09919685e-02 3.85060799e+01
1.12023898e+02 3.10270273e-02 3.85125594e+01
1.12150479e+02 3.10620861e-02 3.85026087e+01
1.12277060e+02 3.10971448e-02 3.85177398e+01
1.12403640e+02 3.11322036e-02 3.85313225e+01
1.12530221e+02 3.11672624e-02 3.85783075e+01
1.12656802e+02 3.12023212e-02 3.85783606e+01
1.12783382e+02 3.12373800e-02 3.86398818e+01
1.12909963e+02 3.12724388e-02 3.86839148e+01
1.13036544e+02 3.13074976e-02 3.86927069e+01
1.13163125e+02 3.13425564e-02 3.87485149e+01
1.13289705e+02 3.13776151e-02 3.87825888e+01
1.13416286e+02 3.14126739e-02 3.88351297e+01
1.13542867e+02 3.14477327e-02 3.88655071e+01
1.13669447e+02 3.14827915e-02 3.89751721e+01
1.13796028e+02 3.15178503e-02 3.89611438e+01
1.13922609e+02 3.15529091e-02 3.89622953e+01
1.14049189e+02 3.15879679e-02 3.89935563e+01
1.14175770e+02 3.16230267e-02 3.90170285e+01
1.14302351e+02 3.16580854e-02 3.89991530e+01
1.14428931e+02 3.16931442e-02 3.89791318e+01
1.14555512e+02 3.17282030e-02 3.89960333e+01
1.14682093e+02 3.17632618e-02 3.90265443e+01
1.14808673e+02 3.17983206e-02 3.90802898e+01
1.14935254e+02 3.18333794e-02 3.91192381e+01
1.15061835e+02 3.18684382e-02 3.91480079e+01
1.15188415e+02 3.19034970e-02 3.91936474e+01
1.15314996e+02 3.19385557e-02 3.92098549e+01
1.15441577e+02 3.19736145e-02 3.92087578e+01
1.15568157e+02 3.20086733e-02 3.91654121e+01
1.15694738e+02 3.20437321e-02 3.92196580e+01
1.15821319e+02 3.20787909e-02 3.92529947e+01
1.15947899e+02 3.21138497e-02 3.92423008e+01
1.16074480e+02 3.21489085e-02 3.92235253e+01
1.16201061e+02 3.21839673e-02 3.91878810e+01
1.16327641e+02 3.22190260e-02 3.91433862e+01
1.16454222e+02 3.22540848e-02 3.91350206e+01
1.16580803e+02 3.22891436e-02 3.91105095e+01
1.16707383e+02 3.23242024e-02 3.90675930e+01
1.16833964e+02 3.23592612e-02 3.90785921e+01
1.16960545e+02 3.23943200e-02 3.90831039e+01
1.17087125e+02 3.24293788e-02 3.90370474e+01
1.17213706e+02 3.24644376e-02 3.89899461e+01
1.17340287e+02 3.24994964e-02 3.90102423e+01
1.17466868e+02 3.25345551e-02 3.90363827e+01
1.17593448e+02 3.25696139e-02 3.90596523e+01
1.17720029e+02 3.26046727e-02 3.90707712e+01
1.17846610e+02 3.26397315e-02 3.90885946e+01
1.17973190e+02 3.26747903e-02 3.90579734e+01
1.18099771e+02 3.27098491e-02 3.90116468e+01
1.18226352e+02 3.27449079e-02 3.89486166e+01
1.18352932e+02 3.27799667e-02 3.89334720e+01
1.18479513e+02 3.28150254e-02 3.89902987e+01
1.18606094e+02 3.28500842e-02 3.90126106e+01
1.18732674e+02 3.28851430e-02 3.89589314e+01
1.18859255e+02 3.29202018e-02 3.89833085e+01
1.18985836e+02 3.29552606e-02 3.89745777e+01
1.19112416e+02 3.29903194e-02 3.89364646e+01
1.19238997e+02 3.30253782e-02 3.88925595e+01
1.19365578e+02 3.30604370e-02 3.89306652e+01
1.19492158e+02 3.30954957e-02 3.88671037e+01
1.19618739e+02 3.31305545e-02 3.88474270e+01
1.19745320e+02 3.31656133e-02 3.88716002e+01
1.19871900e+02 3.32006721e-02 3.89231184e+01
1.19998481e+02 3.32357309e-02 3.89622676e+01
1.20125062e+02 3.32707897e-02 3.89819720e+01
1.20251642e+02 3.33058485e-02 3.90954430e+01
1.20378223e+02 3.33409073e-02 3.91264189e+01
1.20504804e+02 3.33759660e-02 3.91498767e+01
1.20631384e+02 3.34110248e-02 3.91283186e+01
1.20757965e+02 3.34460836e-02 3.91569869e+01
1.20884546e+02 3.34811424e-02 3.91577819e+01
1.21011126e+02 3.35162012e-02 3.91543196e+01
1.21137707e+02 3.35512600e-02 3.92005891e+01
1.21264288e+02 3.35863188e-02 3.92204536e+01
1.21390868e+02 3.36213776e-02 3.91901962e+01
1.21517449e+02 3.36564364e-02 3.91122167e+01
1.21644030e+02 3.36914951e-02 3.90805242e+01
1.21770610e+02 3.37265539e-02 3.90676881e+01
1.21897191e+02 3.37616127e-02 3.90763048e+01
1.22023772e+02 3.37966715e-02 3.90750101e+01
1.22150353e+02 3.38317303e-02 3.91362863e+01
1.22276933e+02 3.38667891e-02 3.91848392e+01
1.22403514e+02 3.39018479e-02 3.92153808e+01
1.22530095e+02 3.39369067e-02 3.92764289e+01
1.22656675e+02 3.39719654e-02 3.93192132e+01
1.22783256e+02 3.40070242e-02 3.93512263e+01
1.22909837e+02 3.40420830e-02 3.93818576e+01
1.23036417e+02 3.40771418e-02 3.93574537e+01
1.23162998e+02 3.41122006e-02 3.93186663e+01
1.23289579e+02 3.41472594e-02 3.93076751e+01
1.23416159e+02 3.41823182e-02 3.92733689e+01
1.23542740e+02 3.42173770e-02 3.92312792e+01
1.23669321e+02 3.42524357e-02 3.92370042e+01
1.23795901e+02 3.42874945e-02 3.92759955e+01
1.23922482e+02 3.43225533e-02 3.93440179e+01
1.24049063e+02 3.43576121e-02 3.94604863e+01
1.24175643e+02 3.43926709e-02 3.95178789e+01
1.24302224e+02 3.44277297e-02 3.96054434e+01
1.24428805e+02 3.44627885e-02 3.96599937e+01
1.24555385e+02 3.44978473e-02 3.96507618e+01
1.24681966e+02 3.45329060e-02 3.95764589e+01
1.24808547e+02 3.45679648e-02 3.95411215e+01
1.24935127e+02 3.46030236e-02 3.95624078e+01
1.25061708e+02 3.46380824e-02 3.95644500e+01
1.25188289e+02 3.46731412e-02 3.95867209e+01
1.25314869e+02 3.47082000e-02 3.96389378e+01
1.25441450e+02 3.47432588e-02 3.96743060e+01
1.25568031e+02 3.47783176e-02 3.96733400e+01
1.25694611e+02 3.48133764e-02 3.96510087e+01
1.25821192e+02 3.48484351e-02 3.96322801e+01
1.25947773e+02 3.48834939e-02 3.96460917e+01
1.26074353e+02 3.49185527e-02 3.96747512e+01
1.26200934e+02 3.49536115e-02 3.96967240e+01
1.26327515e+02 3.49886703e-02 3.97344501e+01
1.26454096e+02 3.50237291e-02 3.97712763e+01
1.26580676e+02 3.50587879e-02 3.98256899e+01
